book,bookNumber,chapter,verse,reference,referenceKey,testament,text
2 Corinthians,47,5,7,2 Corinthians 5:7,2-corinthians-5-7,New Testament,"(For we walk by faith, not by sight:)"
2 Corinthians,47,5,8,2 Corinthians 5:8,2-corinthians-5-8,New Testament,"We are confident, I say, and willing rather to be absent from the body, and to be present with the Lord."
2 Corinthians,47,5,9,2 Corinthians 5:9,2-corinthians-5-9,New Testament,"Wherefore we labour, that, whether present or absent, we may be accepted of him."
2 Corinthians,47,5,10,2 Corinthians 5:10,2-corinthians-5-10,New Testament,"For we must all appear before the judgment seat of Christ; that every one may receive the things done in his body, according to that he hath done, whether it be good or bad."
2 Corinthians,47,5,11,2 Corinthians 5:11,2-corinthians-5-11,New Testament,"Knowing therefore the terror of the Lord, we persuade men; but we are made manifest unto God; and I trust also are made manifest in your consciences."
2 Corinthians,47,5,12,2 Corinthians 5:12,2-corinthians-5-12,New Testament,"For we commend not ourselves again unto you, but give you occasion to glory on our behalf, that ye may have somewhat to answer them which glory in appearance, and not in heart."
2 Corinthians,47,5,13,2 Corinthians 5:13,2-corinthians-5-13,New Testament,"For whether we be beside ourselves, it is to God: or whether we be sober, it is for your cause."
2 Corinthians,47,5,14,2 Corinthians 5:14,2-corinthians-5-14,New Testament,"For the love of Christ constraineth us; because we thus judge, that if one died for all, then were all dead:"
2 Corinthians,47,5,15,2 Corinthians 5:15,2-corinthians-5-15,New Testament,"And that he died for all, that they which live should not henceforth live unto themselves, but unto him which died for them, and rose again."
2 Corinthians,47,5,16,2 Corinthians 5:16,2-corinthians-5-16,New Testament,"Wherefore henceforth know we no man after the flesh: yea, though we have known Christ after the flesh, yet now henceforth know we him no more."
2 Corinthians,47,5,17,2 Corinthians 5:17,2-corinthians-5-17,New Testament,"Therefore if any man be in Christ, he is a new creature: old things are passed away; behold, all things are become new."
2 Corinthians,47,5,18,2 Corinthians 5:18,2-corinthians-5-18,New Testament,"And all things are of God, who hath reconciled us to himself by Jesus Christ, and hath given to us the ministry of reconciliation;"
2 Corinthians,47,5,19,2 Corinthians 5:19,2-corinthians-5-19,New Testament,"To wit, that God was in Christ, reconciling the world unto himself, not imputing their trespasses unto them; and hath committed unto us the word of reconciliation."
